City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,vogosca,43.9019,18.3481,-2.07,100,100,0.51,BA,1734486180
360,montepuez,-13.1256,38.9997,21.98,87,99,2.62,MZ,1734486144
361,koppies,-27.2418,27.5742,17.2,87,96,4.2,ZA,1734486182
362,ciudad acuna,29.3232,-100.9522,23.16,72,0,2.57,MX,1734486096
363,nchelenge,-9.3451,28.734,19.99,94,100,3.32,ZM,1734486185
364,sorong,-0.8833,131.25,28.78,74,50,2.66,ID,1734486186
365,mikhaylovskoye,51.8239,79.7172,-11.18,73,100,6.56,RU,1734486187
366,manggar,-2.8833,108.2667,29.37,70,82,3.06,ID,1734486189
367,pavlodar,52.3,76.95,-14.11,66,0,7.0,KZ,1734486190
368,el quebrachal,-25.2833,-64.0667,27.52,45,62,3.19,AR,1734486191
369,kindia,10.0569,-12.8658,19.4,25,38,0.77,GN,1734486193
370,manismata,-2.4667,111.0333,29.01,73,99,1.9,ID,1734486194
371,ratnagiri,16.9833,73.3,20.17,38,67,2.31,IN,1734486195
372,olonkinbyen,70.9221,-8.7187,-2.33,86,100,9.15,SJ,1734486196
373,troitsko-pechorsk,62.7084,56.1964,-17.02,100,100,2.09,RU,1734486198
374,keetmanshoop,-26.5833,18.1333,19.96,22,1,1.61,NA,1734486199
375,borogontsy,62.6683,131.1683,-29.16,98,100,0.63,RU,1734486200
376,port mathurin,-19.6833,63.4167,25.41,72,72,9.04,MU,1734486202
377,cochrane,51.1834,-114.4687,-15.28,72,100,5.14,CA,1734485794
378,vila franca do campo,37.7167,-25.4333,18.27,99,100,9.3,PT,1734486206
379,egilsstadir,65.2653,-14.3948,-9.05,86,75,1.54,IS,1734486207
380,cabedelo,-6.9811,-34.8339,27.37,80,99,3.34,BR,1734486208
381,luang namtha,20.9497,101.4011,16.01,100,100,0.0,LA,1734486211
382,twon-brass,4.3151,6.2418,27.46,79,68,3.41,NG,1734486212
383,homer,59.6425,-151.5483,4.89,75,0,1.54,US,1734486214
384,markovo,57.3206,107.0881,-25.75,100,100,0.8,RU,1734486215
385,popilnia,49.9665,29.4435,1.95,83,5,8.0,UA,1734486216
386,acarau,-2.8856,-40.12,26.69,81,30,7.35,BR,1734486178
387,oqtosh,39.9214,65.9253,-0.86,82,100,1.36,UZ,1734486219
388,papao,-17.75,-149.55,29.82,72,30,1.91,PF,1734486220
389,tual,-5.6667,132.75,28.72,82,100,7.63,ID,1734486221
390,afif,23.9065,42.9172,12.37,29,30,3.31,SA,1734486223
391,hilo,19.7297,-155.09,27.83,85,75,5.66,US,1734486224
392,lata,40.1629,-8.3327,9.15,76,33,2.19,PT,1734486225
393,bel ombre,-4.6167,55.4167,26.54,78,59,4.12,SC,1734486227
394,vozhega,60.4725,40.2213,-12.06,94,99,3.43,RU,1734486228
395,paracuru,-3.41,-39.0306,26.71,80,90,5.83,BR,1734486229
396,acapulco de juarez,16.8634,-99.8901,27.9,78,40,2.06,MX,1734485979
397,constantia,44.1833,28.65,3.38,79,0,5.15,RO,1734486232
398,mahenge,-8.6833,36.7167,17.2,97,79,0.91,TZ,1734486233
399,sheringham,52.9408,1.2093,9.55,83,100,11.77,GB,1734486234
400,tabuk,17.4189,121.4443,22.53,88,96,3.28,PH,1734486235
401,swakopmund,-22.6833,14.5333,15.55,83,2,0.89,NA,1734486237
402,jucas,-6.5253,-39.5275,27.96,59,98,4.42,BR,1734486238
403,sokolac,43.9397,18.8017,1.69,95,0,1.62,BA,1734486240
404,kenai,60.5544,-151.2583,-0.48,80,100,8.23,US,1734485994
405,severo-yeniseyskiy,60.3725,93.0408,-16.75,86,100,2.81,RU,1734486242
406,kasongo-lunda,-6.4667,16.8167,20.77,98,100,0.23,CD,1734486243
407,lesogorsk,56.0458,99.5136,-25.9,100,100,0.89,RU,1734486245
408,songea,-10.6833,35.65,17.11,97,100,1.57,TZ,1734486246
409,colon,9.3592,-79.9014,24.97,75,13,3.58,PA,1734486250
410,goondiwindi,-28.55,150.3167,33.41,39,100,3.51,AU,1734486252
411,prince rupert,54.3161,-130.3201,5.83,68,100,9.26,CA,1734486254
412,mossel bay,-34.1831,22.146,17.96,68,72,2.74,ZA,1734486255
413,zavitinsk,50.1167,129.45,-23.05,94,51,1.72,RU,1734486256
414,choyr,46.3611,108.3611,-13.72,93,100,2.68,MN,1734486258
415,diourbel,14.6628,-16.3925,23.23,13,100,5.86,SN,1734486259
416,sur,22.5667,59.5289,19.63,63,2,0.43,OM,1734486260
417,fuglafjordur,62.244,-6.814,6.02,96,100,4.96,FO,1734486261
418,tromso,69.6496,18.957,-10.99,85,92,1.54,NO,1734486263
419,karhula,60.5216,26.9313,-13.73,98,83,4.36,FI,1734486264
420,tangalle,6.024,80.7911,24.78,90,64,0.87,LK,1734486265
421,turochak,52.2576,87.1224,-21.82,98,34,1.68,RU,1734486266
422,vilyuysk,63.7553,121.6247,-25.49,95,15,3.39,RU,1734486268
423,ankazobe,-18.3167,47.1167,16.84,84,77,1.64,MG,1734486269
424,paradip garh,20.3167,86.6167,20.55,50,100,3.71,IN,1734486270
425,cill airne,52.05,-9.5167,12.89,92,100,4.85,IE,1734486271
426,vallenar,-28.5708,-70.7581,18.11,53,0,1.65,CL,1734486273
427,seguela,7.9611,-6.6731,20.05,19,0,1.68,CI,1734486274
428,bubaque,11.2833,-15.8333,26.13,70,41,3.36,GW,1734486276
429,port shepstone,-30.7414,30.455,20.91,91,100,1.77,ZA,1734486277
430,pacific grove,36.6177,-121.9166,14.65,90,0,1.34,US,1734486278
431,christchurch,-43.5333,172.6333,18.28,46,3,10.29,NZ,1734486045
432,zouerate,22.7187,-12.4521,14.48,23,100,8.2,MR,1734486281
433,ulladulla,-35.35,150.4667,20.05,48,3,6.81,AU,1734486282
434,hotan,37.0997,79.9269,-8.85,68,1,0.82,CN,1734486283
435,brookings,44.3114,-96.7984,-4.97,96,100,2.06,US,1734486230
436,san pedro,14.35,121.0167,27.95,83,75,4.92,PH,1734486286
437,inyonga,-6.7167,32.0667,17.29,97,79,1.91,TZ,1734486287
438,whakatane,-37.9585,176.9854,18.96,63,100,6.1,NZ,1734486289
439,suratgarh,29.3167,73.9,9.08,18,2,2.45,IN,1734486042
440,marsa alam,25.0757,34.8918,18.28,65,99,5.35,EG,1734486291
441,sterling,39.0062,-77.4286,9.68,76,0,2.06,US,1734486217
442,glace bay,46.1969,-59.957,9.32,97,100,7.72,CA,1734486294
443,haisyn,48.8114,29.3898,3.1,83,6,7.04,UA,1734486079
444,carroll,39.5501,-77.0164,8.73,65,0,0.89,US,1734486296
445,taroa,8.7058,171.2275,27.43,81,34,11.21,MH,1734486298
446,bodo,67.28,14.405,-2.9,93,0,3.6,NO,1734486299
447,laurel,39.0993,-76.8483,10.05,83,100,2.06,US,1734486254
448,jiangyou,31.7667,104.7167,7.65,69,100,1.05,CN,1734486301
449,owensboro,37.7742,-87.1133,8.01,65,40,2.06,US,1734486302
450,san juan,-31.5375,-68.5364,23.44,64,6,6.16,AR,1734486057
451,argo,37.6333,22.7333,10.47,58,0,1.69,GR,1734486306
452,tanaina,61.6269,-149.4281,-2.55,63,75,7.2,US,1734486307
453,fastovetskaya,45.9189,40.1589,5.58,81,86,8.26,RU,1734486308
454,bouafle,6.9904,-5.7442,20.27,31,0,1.03,CI,1734486310
455,broome,42.2506,-75.833,3.7,81,0,2.57,US,1734486311
456,yeppoon,-23.1333,150.7333,28.22,70,10,4.72,AU,1734486312
457,tazovsky,67.4667,78.7,-8.99,94,100,5.41,RU,1734486313
458,mana,5.6592,-53.7767,25.02,91,98,3.9,GF,1734486315
459,salekhard,66.53,66.6019,-27.91,98,23,1.78,RU,1734486316
460,olonets,60.9847,32.9698,-16.9,99,85,2.03,RU,1734486317
461,soata,6.3337,-72.6828,8.92,88,100,3.37,CO,1734486319
462,pahrump,36.2083,-115.9839,13.58,20,98,0.45,US,1734486321
463,saldanha,-33.0117,17.9442,16.35,77,7,7.01,ZA,1734486322
464,candolim,15.5181,73.7626,21.0,60,42,1.03,IN,1734486324
465,i-n-salah,27.1935,2.4607,10.37,57,0,6.46,DZ,1734486325
466,igoumenitsa,39.5039,20.2656,9.65,72,1,2.43,GR,1734486326
467,ta`u,-14.2336,-169.5144,28.24,78,100,7.32,AS,1734486329
468,frenda,35.0654,1.0495,5.2,34,36,3.2,DZ,1734486330
469,sovetskaya gavan',48.9723,140.2878,-10.75,62,100,4.94,RU,1734486331
470,pacol,10.45,122.8167,28.0,74,73,4.67,PH,1734486333
471,palmeira,-25.4294,-50.0064,15.07,96,32,3.75,BR,1734486334
472,kulhudhuffushi,6.6221,73.07,27.33,77,12,2.28,MV,1734486335
473,selfoss,63.9331,-20.9971,-1.09,94,76,2.39,IS,1734486337
474,faya-largeau,17.9257,19.1043,16.8,27,97,8.04,TD,1734486338
475,dhaunkal,32.4062,74.1369,6.01,26,97,1.37,PK,1734486339
476,margate,51.3813,1.3862,10.39,82,100,1.34,GB,1734486340
477,sinabang,2.4803,96.3801,27.23,82,76,1.65,ID,1734486342
478,portland,45.5234,-122.6762,13.03,94,100,8.49,US,1734486309
479,nurota,40.5614,65.6886,1.57,63,100,5.1,UZ,1734486344
480,kharp,66.8014,65.8081,-21.29,93,23,3.38,RU,1734486346
481,belaya kholunitsa,58.84,50.8528,-5.04,95,100,4.05,RU,1734486347
482,rumoi,43.9344,141.6428,-2.17,71,100,7.22,JP,1734486348
483,coxen hole,16.3244,-86.5366,24.6,83,75,1.03,HN,1734486351
484,bom sucesso,-21.0331,-44.7581,18.98,87,5,0.53,BR,1734486352
485,kelso,46.1468,-122.9084,12.28,97,100,7.15,US,1734486354
486,tome acu,-2.4189,-48.1522,23.89,91,11,1.06,BR,1734486355
487,longboat key,27.4125,-82.659,23.33,70,0,0.89,US,1734486356
488,santiago de cao,-7.9589,-79.2392,18.07,88,40,4.12,PE,1734486357
489,somerset east,-32.7217,25.588,13.93,87,100,2.32,ZA,1734486359
490,trenggalek,-8.05,111.7167,29.4,71,34,2.04,ID,1734486360
491,augustow,53.8432,22.9798,2.28,92,94,4.38,PL,1734486361
492,soltvadkert,46.5789,19.3939,4.18,91,4,3.04,HU,1734486363
493,persembe,41.0656,37.7714,14.68,70,61,2.85,TR,1734486364
494,puerto carreno,6.189,-67.4859,28.99,74,0,1.34,CO,1734486365
495,sisimiut,66.9395,-53.6735,-7.49,82,100,7.11,GL,1734486366
496,juneau,58.3019,-134.4197,-6.61,100,81,4.41,US,1734486368
497,gobabis,-22.45,18.9667,22.76,20,100,7.22,NA,1734486369
498,dhulikhel,27.6189,85.5529,4.75,63,0,0.69,NP,1734486370
499,kamen'-na-obi,53.7884,81.3423,-17.06,90,100,3.35,RU,1734486372
500,laojunmiao,39.8333,97.7333,-11.69,64,100,0.79,CN,1734486373
501,xiaoweizhai,26.1903,107.5125,9.08,58,81,2.77,CN,1734486374
502,mhamid,29.82,-5.72,8.18,37,6,3.14,MA,1734486375
503,puerto deseado,-47.7503,-65.8938,17.73,52,100,7.5,AR,1734486377
504,plesetsk,62.708,40.2916,-15.83,96,100,2.49,RU,1734486378
505,bonthe,7.5264,-12.505,25.5,80,89,1.48,SL,1734486379
506,tommot,58.9564,126.2925,-17.0,92,100,4.93,RU,1734486380
507,puerto san jose,13.9256,-90.8244,25.08,83,0,3.78,GT,1734486383
508,live oak,36.9836,-121.9805,13.99,88,28,1.34,US,1734486362
509,cidade velha,14.9167,-23.6167,24.26,78,88,6.17,CV,1734486386
510,inhambane,-23.865,35.3833,25.45,93,100,2.81,MZ,1734486387
511,bacalar,18.6667,-88.3833,22.45,91,3,1.6,MX,1734486388
512,uporovo,56.3109,66.2693,-9.7,93,100,5.29,RU,1734486390
513,turkmenbasy,40.0222,52.9552,6.43,93,0,6.17,TM,1734486391
514,loreto,22.2667,-101.9667,12.62,54,3,5.51,MX,1734486392
515,lompoc,34.6391,-120.4579,20.4,53,20,8.23,US,1734486393
516,sundsvall,62.3913,17.3063,-9.02,100,0,2.06,SE,1734486395
517,tralee,52.2704,-9.7026,12.84,92,100,6.12,IE,1734486396
518,melfort,52.8667,-104.6177,-24.93,77,8,3.6,CA,1734486397
519,umba,66.6871,34.3429,-9.81,90,100,2.85,RU,1734486398
520,tubarjal,30.4999,38.216,7.21,30,25,3.47,SA,1734486400
521,beaufort,5.3473,115.7455,25.21,96,100,0.98,MY,1734486401
522,tres palos,18.1833,-101.6167,21.37,98,41,1.45,MX,1734486402
523,lodja,-3.4833,23.4333,19.87,99,98,0.63,CD,1734486404
524,kuala terengganu,5.3302,103.1408,27.97,78,40,4.12,MY,1734486405
525,aykhal,66.0,111.5,-30.04,99,9,2.72,RU,1734486406
526,natal,-5.795,-35.2094,27.12,78,20,4.12,BR,1734486407
527,new glasgow,45.5834,-62.6486,8.88,86,100,5.09,CA,1734486147
528,ujae,8.9322,165.7642,27.79,82,100,11.64,MH,1734486410
529,letlhakeng,-24.0944,25.0298,23.44,63,100,5.7,BW,1734486411
530,port erin,54.0849,-4.751,12.93,94,75,13.89,IM,1734486412
531,tchollire,8.4022,14.1698,18.44,21,98,0.24,CM,1734486414
532,rock springs,41.5875,-109.2029,-0.99,77,0,6.71,US,1734486228
533,san andres,12.5847,-81.7006,28.01,83,20,5.14,CO,1734486168
534,tete,-16.1564,33.5867,27.05,94,20,2.24,MZ,1734486418
535,kangding,30.0513,101.9603,2.36,34,0,1.75,CN,1734486421
536,aripuana,-9.1667,-60.6333,23.32,96,100,0.51,BR,1734486422
537,alesund,62.4723,6.1549,5.08,81,100,8.23,NO,1734486423
538,antigonish,45.6169,-61.9986,9.45,96,99,1.79,CA,1734486425
539,west fargo,46.875,-96.9004,-4.0,80,100,3.6,US,1734486210
540,mugia,43.1041,-9.2179,14.6,90,100,12.84,ES,1734486427
541,ebon,4.582,168.6964,27.9,80,100,7.6,MH,1734486428
542,chibougamau,49.9168,-74.3659,-0.21,93,100,6.69,CA,1734486430
543,floro,61.5996,5.0328,4.98,87,100,8.23,NO,1734486431
544,naha,26.2125,127.6811,19.95,64,75,7.72,JP,1734486432
545,letlhakane,-21.4167,25.5833,25.65,57,98,3.25,BW,1734486433
546,cannonvale,-20.2833,148.7,27.66,70,52,3.61,AU,1734486435
547,young,-32.6833,-57.6333,19.12,58,0,5.14,UY,1734486436
548,kilindoni,-7.9139,39.6668,26.9,74,63,1.58,TZ,1734486437
549,kapa'a,22.0752,-159.319,28.6,70,0,6.69,US,1734486438
550,pampa del indio,-26.0647,-59.919,20.92,62,0,2.57,AR,1734486439
551,fortaleza,-3.7227,-38.5247,28.07,78,20,5.14,BR,1734486441
552,okhotsk,59.3833,143.3,-19.45,80,100,8.21,RU,1734486442
553,suva,-18.1416,178.4415,28.71,74,75,2.06,FJ,1734486398
554,feijo,-8.1642,-70.3536,22.54,98,100,0.64,BR,1734486445
555,aron,24.3833,77.4167,11.54,30,1,2.54,IN,1734486446
556,yatou,37.15,122.3833,-0.64,49,76,8.74,CN,1734486448
557,honiara,-9.4333,159.95,29.96,79,100,1.61,SB,1734486452
558,masterton,-40.9597,175.6575,13.14,83,100,3.96,NZ,1734486453
559,brockport,43.2137,-77.9392,4.47,80,100,0.89,US,1734486454
560,xiva,41.3783,60.3639,0.4,93,22,3.78,UZ,1734486455
561,carbonear,47.7332,-53.2148,2.97,88,100,7.45,CA,1734486457
562,zaozersk,69.4005,32.4476,-17.94,87,100,2.67,RU,1734486459
563,qacha's nek,-30.1154,28.6894,12.25,77,100,1.62,LS,1734486460
564,san julian,21.0167,-102.1667,14.34,34,3,1.31,MX,1734486461
565,zhangjiakou,40.81,114.8794,-8.73,46,0,3.7,CN,1734486462
566,kirksville,40.1948,-92.5833,5.03,70,100,4.12,US,1734485940
567,mil'kovo,55.6078,37.7956,-7.43,63,100,6.63,RU,1734486465
568,geraldton,-28.7667,114.6,27.23,57,0,8.75,AU,1734486467
569,san salvador de jujuy,-24.1946,-65.2971,22.74,68,90,1.48,AR,1734485696
570,katsuura,35.1333,140.3,11.8,54,28,4.05,JP,1734486470
571,amursk,50.2261,136.8994,-22.49,88,100,5.94,RU,1734486472
572,zaragoza,41.6561,-0.8773,4.25,93,0,1.03,ES,1734486474
573,urangan,-25.3,152.9,28.24,68,47,0.87,AU,1734486475
574,saint-louis,16.3333,-15.0,22.6,14,100,6.71,SN,1734486476
575,kourou,5.1552,-52.6478,24.28,95,100,2.26,GF,1734486478
576,naliya,23.2667,68.8333,14.91,36,1,4.78,IN,1734486479
577,fort-shevchenko,44.5086,50.263,6.84,87,100,11.23,KZ,1734486480
578,salalah,17.0151,54.0924,20.05,13,0,6.69,OM,1734486482
579,haining,30.5363,120.6864,8.42,57,52,4.92,CN,1734486483
580,vila do maio,15.1333,-23.2167,24.6,74,100,6.36,CV,1734486484
581,ndele,8.4109,20.6473,21.83,29,100,2.05,CF,1734486486
582,port douglas,-16.4833,145.4667,30.33,64,65,3.86,AU,1734486487
